GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	6.46e-03	6.46e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	6.46e-03	6.46e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	6.46e-03	6.46e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:74752	Signaling by Insulin receptor	1.16e-02	1.16e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	6.46e-03	6.46e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:112399	IRS-mediated signalling	5.84e-03	5.84e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:1640170	Cell Cycle	3.86e-02	3.86e-02	1	BRCA1,EP300,STAG2,PPP2R1A,SMC3,BRCA2,TP53,CDKN2A,ATM,ATR
REAC:1500620	Meiosis	2.60e-03	2.60e-03	1	BRCA1,STAG2,SMC3,BRCA2,ATM,ATR
REAC:5693532	DNA Double-Strand Break Repair	1.75e-02	1.75e-02	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR
REAC:5685942	HDR through Homologous Recombination (HRR)	4.41e-02	4.41e-02	1	BRCA1,BRCA2,ATM,ATR
REAC:5693579	Homologous DNA Pairing and Strand Exchange	8.14e-03	8.14e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693616	Presynaptic phase of homologous DNA pairing and strand exchange	6.09e-03	6.09e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:194138	Signaling by VEGF	1.69e-02	1.69e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	1.42e-02	1.42e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1,MTOR
REAC:4839726	Chromatin organization	3.95e-04	3.95e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:3247509	Chromatin modifying enzymes	3.95e-04	3.95e-04	1	MECOM,EP300,ARID1A,DNMT3A,KDM5C,KDM6A,PBRM1,NSD1,SETD2
REAC:451927	Interleukin-2 signaling	2.19e-02	2.19e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	2.74e-02	2.74e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:912526	Interleukin receptor SHC signaling	1.83e-02	1.83e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,ERBB4,NF1
REAC:1643685	Disease	5.29e-03	5.29e-03	1	FGFR3,EP300,PPP2R1A,PIK3CA,RPL5,PDGFRA,APC,EGFR,TAF1,NOTCH1,ERBB4,MTOR
REAC:5663202	Diseases of signal transduction	5.41e-05	5.41e-05	1	FGFR3,EP300,PPP2R1A,PIK3CA,PDGFRA,APC,EGFR,NOTCH1,ERBB4,MTOR
REAC:2219528	PI3K/AKT Signaling in Cancer	4.96e-04	4.96e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4,MTOR
REAC:2219530	Constitutive Signaling by Aberrant PI3K in Cancer	1.76e-03	1.76e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,ERBB4
REAC:186797	Signaling by PDGF	4.15e-03	4.15e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:186763	Downstream signal transduction	2.41e-03	2.41e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2172127	DAP12 interactions	3.53e-03	3.53e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2424491	DAP12 signaling	2.66e-03	2.66e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1227986	Signaling by ERBB2	2.29e-03	2.29e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1963642	PI3K events in ERBB2 signaling	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:1433557	Signaling by SCF-KIT	1.65e-03	1.65e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1236394	Signaling by ERBB4	1.83e-03	1.83e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:1250342	PI3K events in ERBB4 signaling	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:983705	Signaling by the B Cell Receptor (BCR)	9.97e-03	9.97e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	2.25e-03	2.25e-03	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:166520	Signalling by NGF	2.39e-02	2.39e-02	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	5.30e-03	5.30e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:198203	PI3K/AKT activation	8.09e-05	8.09e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:177929	Signaling by EGFR	3.37e-03	3.37e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:180292	GAB1 signalosome	8.63e-05	8.63e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:190236	Signaling by FGFR	2.13e-03	2.13e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654736	Signaling by FGFR1	1.97e-03	1.97e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	1.78e-03	1.78e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:5654741	Signaling by FGFR3	1.92e-03	1.92e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654708	Downstream signaling of activated FGFR3	1.78e-03	1.78e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654710	PI-3K cascade:FGFR3	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:5654738	Signaling by FGFR2	2.08e-03	2.08e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	1.78e-03	1.78e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654695	PI-3K cascade:FGFR2	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:5654743	Signaling by FGFR4	1.92e-03	1.92e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	1.78e-03	1.78e-03	1	FGFR3,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:5654720	PI-3K cascade:FGFR4	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:2454202	Fc epsilon receptor (FCERI) signaling	1.16e-03	1.16e-03	1	FGFR3,MAP3K1,PPP2R1A,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,NF1,MTOR
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	6.74e-04	6.74e-04	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
REAC:1257604	PIP3 activates AKT signaling	6.64e-05	6.64e-05	1	FGFR3,PIK3CA,PDGFRA,EGFR,PTEN,ERBB4,MTOR
