GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0070848	response to growth factor	3.16e-05	3.16e-05	1	FGFR3,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0009725	response to hormone	2.31e-05	2.31e-05	1	BRCA1,FGFR3,PIK3CA,FOXA1,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0043434	response to peptide hormone	1.11e-04	1.11e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0032868	response to insulin	1.53e-05	1.53e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0071774	response to fibroblast growth factor	2.82e-07	2.82e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0071363	cellular response to growth factor stimulus	2.75e-05	2.75e-05	1	FGFR3,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0044344	cellular response to fibroblast growth factor stimulus	2.64e-07	2.64e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0038179	neurotrophin signaling pathway	3.54e-06	3.54e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0032870	cellular response to hormone stimulus	7.13e-04	7.13e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0071375	cellular response to peptide hormone stimulus	7.99e-05	7.99e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0032869	cellular response to insulin stimulus	1.34e-05	1.34e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	1.02e-06	1.02e-06	1	EPHA3,FGFR3,EPHB6,PIK3CA,FLT3,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0048010	vascular endothelial growth factor receptor signaling pathway	4.41e-05	4.41e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1,MTOR
GO:0038127	ERBB signaling pathway	5.77e-08	5.77e-08	1	FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0007173	epidermal growth factor receptor signaling pathway	4.75e-08	4.75e-08	1	FGFR3,PIK3CA,SOX9,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0048011	neurotrophin TRK receptor signaling pathway	3.36e-06	3.36e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0008543	fibroblast growth factor receptor signaling pathway	1.68e-07	1.68e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
GO:0008286	insulin receptor signaling pathway	5.04e-06	5.04e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
GO:0046488	phosphatidylinositol metabolic process	2.28e-02	2.28e-02	1	PIK3CG,PIK3CA,PIK3R1,ATM,PTEN
GO:0006661	phosphatidylinositol biosynthetic process	4.88e-03	4.88e-03	1	PIK3CG,PIK3CA,PIK3R1,ATM,PTEN
GO:0045321	leukocyte activation	2.44e-02	2.44e-02	1	PIK3CG,PIK3CA,FLT3,PIK3R1,ATM,KIT,PTPN11,MTOR
GO:0046649	lymphocyte activation	7.46e-03	7.46e-03	1	PIK3CG,PIK3CA,FLT3,PIK3R1,ATM,KIT,PTPN11,MTOR
GO:0007265	Ras protein signal transduction	2.24e-03	2.24e-03	1	FGFR3,PDGFRA,RB1,TP53,EGFR,KIT,BRAF,NF1
KEGG:04150	mTOR signaling pathway	3.56e-05	3.56e-05	1	PIK3CG,PIK3CA,PIK3R1,BRAF,PTEN,MTOR
KEGG:04151	PI3K-Akt signaling pathway	4.38e-05	4.38e-05	1	BRCA1,FGFR3,PIK3CG,PIK3CA,PDGFRA,TP53,PIK3R1,EGFR,KIT,PTEN,MTOR
KEGG:04110	Cell cycle	5.54e-07	5.54e-07	1	SMC1A,STAG2,SMC3,CDKN2C,RB1,TP53,ATM,ATR,CHEK2
KEGG:05210	Colorectal cancer	9.89e-04	9.89e-04	1	PIK3CG,PIK3CA,TP53,PIK3R1,BRAF
KEGG:04010	MAPK signaling pathway	2.26e-03	2.26e-03	1	FGFR3,MECOM,MAP3K1,PDGFRA,TP53,EGFR,BRAF,NF1
KEGG:04910	Insulin signaling pathway	4.39e-02	4.39e-02	1	PIK3CG,PIK3CA,PIK3R1,BRAF,MTOR
KEGG:05211	Renal cell carcinoma	1.44e-03	1.44e-03	1	PIK3CG,PIK3CA,PIK3R1,BRAF,PTPN11
KEGG:05160	Hepatitis C	3.50e-03	3.50e-03	1	PIK3CG,PIK3CA,TP53,PIK3R1,EGFR,BRAF
KEGG:04015	Rap1 signaling pathway	6.29e-04	6.29e-04	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF
KEGG:04931	Insulin resistance	1.14e-03	1.14e-03	1	PIK3CG,PIK3CA,PIK3R1,PTEN,PTPN11,MTOR
KEGG:04930	Type II diabetes mellitus	6.75e-03	6.75e-03	1	PIK3CG,PIK3CA,PIK3R1,MTOR
KEGG:04014	Ras signaling pathway	1.05e-04	1.05e-04	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,NF1
KEGG:05200	Pathways in cancer	2.23e-08	2.23e-08	1	FGFR3,MECOM,PIK3CG,PIK3CA,FLT3,PDGFRA,BRCA2,RB1,TP53,PIK3R1,EGFR,KIT,BRAF,PTEN,MTOR
KEGG:04211	Longevity regulating pathway - mammal	7.23e-03	7.23e-03	1	PIK3CG,PIK3CA,TP53,PIK3R1,MTOR
KEGG:04071	Sphingolipid signaling pathway	2.25e-02	2.25e-02	1	PIK3CG,PIK3CA,TP53,PIK3R1,PTEN
KEGG:04012	ErbB signaling pathway	3.35e-04	3.35e-04	1	PIK3CG,PIK3CA,PIK3R1,EGFR,BRAF,MTOR
KEGG:05223	Non-small cell lung cancer	7.54e-07	7.54e-07	1	PIK3CG,PIK3CA,RB1,TP53,PIK3R1,EGFR,BRAF
KEGG:05215	Prostate cancer	1.00e-09	1.00e-09	1	PIK3CG,PIK3CA,PDGFRA,RB1,TP53,PIK3R1,EGFR,BRAF,PTEN,MTOR
KEGG:05213	Endometrial cancer	4.46e-07	4.46e-07	1	PIK3CG,PIK3CA,TP53,PIK3R1,EGFR,BRAF,PTEN
KEGG:05231	Choline metabolism in cancer	6.99e-04	6.99e-04	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,MTOR
KEGG:05212	Pancreatic cancer	7.61e-08	7.61e-08	1	PIK3CG,PIK3CA,BRCA2,RB1,TP53,PIK3R1,EGFR,BRAF
KEGG:05222	Small cell lung cancer	2.94e-04	2.94e-04	1	PIK3CG,PIK3CA,RB1,TP53,PIK3R1,PTEN
KEGG:04072	Phospholipase D signaling pathway	3.14e-05	3.14e-05	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
KEGG:04722	Neurotrophin signaling pathway	1.42e-04	1.42e-04	1	MAP3K1,PIK3CG,PIK3CA,TP53,PIK3R1,BRAF,PTPN11
KEGG:04210	Apoptosis	4.50e-03	4.50e-03	1	PIK3CG,PIK3CA,TP53,PIK3R1,ATM
KEGG:04510	Focal adhesion	4.34e-03	4.34e-03	1	PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF,PTEN
KEGG:05206	MicroRNAs in cancer	2.73e-05	2.73e-05	1	BRCA1,FGFR3,EZH2,PIK3CA,PDGFRA,TP53,EGFR,ATM,PTEN,MTOR
KEGG:05161	Hepatitis B	5.20e-04	5.20e-04	1	MAP3K1,PIK3CG,PIK3CA,RB1,TP53,PIK3R1,PTEN
KEGG:05230	Central carbon metabolism in cancer	1.92e-14	1.92e-14	1	FGFR3,PIK3CG,PIK3CA,FLT3,PDGFRA,IDH1,TP53,PIK3R1,EGFR,KIT,PTEN,MTOR
KEGG:05166	HTLV-I infection	2.47e-06	2.47e-06	1	MAP3K1,PIK3CG,PIK3CA,CDKN2C,PDGFRA,RB1,TP53,PIK3R1,ATM,ATR,CHEK2
KEGG:04810	Regulation of actin cytoskeleton	6.22e-03	6.22e-03	1	FGFR3,PIK3CG,PIK3CA,PDGFRA,PIK3R1,EGFR,BRAF
KEGG:04919	Thyroid hormone signaling pathway	2.08e-02	2.08e-02	1	PIK3CG,PIK3CA,TP53,PIK3R1,MTOR
KEGG:05218	Melanoma	4.00e-09	4.00e-09	1	PIK3CG,PIK3CA,PDGFRA,RB1,TP53,PIK3R1,EGFR,BRAF,PTEN
KEGG:05214	Glioma	4.01e-11	4.01e-11	1	PIK3CG,PIK3CA,PDGFRA,RB1,TP53,PIK3R1,EGFR,BRAF,PTEN,MTOR
KEGG:04650	Natural killer cell mediated cytotoxicity	2.92e-02	2.92e-02	1	PIK3CG,PIK3CA,PIK3R1,BRAF,PTPN11
KEGG:05221	Acute myeloid leukemia	8.54e-07	8.54e-07	1	PIK3CG,PIK3CA,FLT3,PIK3R1,KIT,BRAF,MTOR
KEGG:05205	Proteoglycans in cancer	4.57e-04	4.57e-04	1	PIK3CG,PIK3CA,TP53,PIK3R1,EGFR,BRAF,PTPN11,MTOR
KEGG:04066	HIF-1 signaling pathway	1.11e-02	1.11e-02	1	PIK3CG,PIK3CA,PIK3R1,EGFR,MTOR
KEGG:05220	Chronic myeloid leukemia	1.71e-07	1.71e-07	1	MECOM,PIK3CG,PIK3CA,RB1,TP53,PIK3R1,BRAF,PTPN11
KEGG:04068	FoxO signaling pathway	2.81e-04	2.81e-04	1	PIK3CG,PIK3CA,PIK3R1,EGFR,ATM,BRAF,PTEN
KEGG:04115	p53 signaling pathway	1.55e-03	1.55e-03	1	TP53,ATM,PTEN,ATR,CHEK2
KEGG:05219	Bladder cancer	1.15e-04	1.15e-04	1	FGFR3,RB1,TP53,EGFR,BRAF
REAC:5683057	MAPK family signaling cascades	2.07e-02	2.07e-02	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5684996	MAPK1/MAPK3 signaling	6.96e-03	6.96e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	2.13e-05	2.13e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:2428924	IGF1R signaling cascade	2.13e-05	2.13e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:2428928	IRS-related events triggered by IGF1R	2.13e-05	2.13e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:74752	Signaling by Insulin receptor	4.57e-05	4.57e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:74751	Insulin receptor signalling cascade	2.13e-05	2.13e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:112399	IRS-mediated signalling	1.86e-05	1.86e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1,MTOR
REAC:109704	PI3K Cascade	3.08e-03	3.08e-03	1	FGFR3,PIK3CA,PIK3R1,PTPN11,MTOR
REAC:5685942	HDR through Homologous Recombination (HRR)	2.67e-02	2.67e-02	1	BRCA1,BRCA2,ATM,ATR
REAC:5693579	Homologous DNA Pairing and Strand Exchange	4.89e-03	4.89e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:5693616	Presynaptic phase of homologous DNA pairing and strand exchange	3.65e-03	3.65e-03	1	BRCA1,BRCA2,ATM,ATR
REAC:3108214	SUMOylation of DNA damage response and repair proteins	4.62e-02	4.62e-02	1	BRCA1,SMC1A,STAG2,SMC3
REAC:73894	DNA Repair	3.75e-02	3.75e-02	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR,CHEK2
REAC:5693532	DNA Double-Strand Break Repair	6.61e-04	6.61e-04	1	BRCA1,POLQ,BRCA2,TP53,ATM,ATR,CHEK2
REAC:5693606	DNA Double Strand Break Response	4.62e-02	4.62e-02	1	BRCA1,TP53,ATM,CHEK2
REAC:5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	4.39e-02	4.39e-02	1	BRCA1,TP53,ATM,CHEK2
REAC:5693538	Homology Directed Repair	4.05e-02	4.05e-02	1	BRCA1,POLQ,BRCA2,ATM,ATR
REAC:69473	G2/M DNA damage checkpoint	3.75e-02	3.75e-02	1	BRCA1,ATM,ATR,CHEK2
REAC:1643685	Disease	8.59e-03	8.59e-03	1	FGFR3,PIK3CA,RPL5,PDGFRA,IDH1,PIK3R1,EGFR,TAF1,KIT,PTPN11,MTOR
REAC:5663202	Diseases of signal transduction	2.09e-03	2.09e-03	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
REAC:1643713	Signaling by EGFR in Cancer	1.11e-02	1.11e-02	1	PIK3CA,PIK3R1,EGFR
REAC:5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	1.11e-02	1.11e-02	1	PIK3CA,PIK3R1,EGFR
REAC:1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	1.11e-02	1.11e-02	1	PIK3CA,PIK3R1,EGFR
REAC:5637812	Signaling by EGFRvIII in Cancer	5.25e-03	5.25e-03	1	PIK3CA,PIK3R1,EGFR
REAC:5637810	Constitutive Signaling by EGFRvIII	5.25e-03	5.25e-03	1	PIK3CA,PIK3R1,EGFR
REAC:2219528	PI3K/AKT Signaling in Cancer	3.11e-07	3.11e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11,MTOR
REAC:2219530	Constitutive Signaling by Aberrant PI3K in Cancer	8.79e-07	8.79e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTPN11
REAC:1640170	Cell Cycle	2.09e-03	2.09e-03	1	BRCA1,SMC1A,STAG2,SMC3,CDKN2C,BRCA2,RB1,TP53,ATM,ATR,CHEK2
REAC:1500620	Meiosis	6.75e-05	6.75e-05	1	BRCA1,SMC1A,STAG2,SMC3,BRCA2,ATM,ATR
REAC:1221632	Meiotic synapsis	2.39e-03	2.39e-03	1	BRCA1,SMC1A,STAG2,SMC3,ATR
REAC:422475	Axon guidance	3.24e-02	3.24e-02	1	EPHA3,FGFR3,EPHB6,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:388841	Costimulation by the CD28 family	4.17e-02	4.17e-02	1	PIK3CA,PIK3R1,PTPN11,MTOR
REAC:983705	Signaling by the B Cell Receptor (BCR)	2.88e-05	2.88e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1168372	Downstream signaling events of B Cell Receptor (BCR)	3.94e-06	3.94e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:190236	Signaling by FGFR	6.22e-06	6.22e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654741	Signaling by FGFR3	5.47e-06	5.47e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654708	Downstream signaling of activated FGFR3	4.96e-06	4.96e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654706	FRS-mediated FGFR3 signaling	6.06e-03	6.06e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654710	PI-3K cascade:FGFR3	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654732	Negative regulation of FGFR3 signaling	4.06e-02	4.06e-02	1	FGFR3,BRAF,PTPN11
REAC:5654743	Signaling by FGFR4	5.47e-06	5.47e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654716	Downstream signaling of activated FGFR4	4.96e-06	4.96e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654720	PI-3K cascade:FGFR4	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654712	FRS-mediated FGFR4 signaling	6.06e-03	6.06e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654736	Signaling by FGFR1	5.65e-06	5.65e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654687	Downstream signaling of activated FGFR1	4.96e-06	4.96e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654689	PI-3K cascade:FGFR1	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:5654693	FRS-mediated FGFR1 signaling	6.06e-03	6.06e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654738	Signaling by FGFR2	6.02e-06	6.02e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654696	Downstream signaling of activated FGFR2	4.96e-06	4.96e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:5654700	FRS-mediated FGFR2 signaling	6.06e-03	6.06e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:5654695	PI-3K cascade:FGFR2	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1227986	Signaling by ERBB2	6.84e-06	6.84e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1963642	PI3K events in ERBB2 signaling	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:168249	Innate Immune System	8.11e-03	8.11e-03	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2172127	DAP12 interactions	1.19e-05	1.19e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2424491	DAP12 signaling	8.25e-06	8.25e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2454202	Fc epsilon receptor (FCERI) signaling	3.37e-06	3.37e-06	1	FGFR3,MAP3K1,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:2730905	Role of LAT2/NTAL/LAB on calcium mobilization	7.92e-07	7.92e-07	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:2871796	FCERI mediated MAPK activation	2.41e-02	2.41e-02	1	FGFR3,MAP3K1,PDGFRA,EGFR,KIT,BRAF,NF1
REAC:186797	Signaling by PDGF	1.46e-05	1.46e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:186763	Downstream signal transduction	7.28e-06	7.28e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:177929	Signaling by EGFR	1.12e-05	1.12e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:180292	GAB1 signalosome	5.20e-08	5.20e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1433557	Signaling by SCF-KIT	4.49e-06	4.49e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:166520	Signalling by NGF	1.40e-04	1.40e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:187037	NGF signalling via TRKA from the plasma membrane	2.00e-05	2.00e-05	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:198203	PI3K/AKT activation	4.77e-08	4.77e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1236394	Signaling by ERBB4	5.12e-06	5.12e-06	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTEN,PTPN11,NF1,MTOR
REAC:1250342	PI3K events in ERBB4 signaling	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:1257604	PIP3 activates AKT signaling	3.68e-08	3.68e-08	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,PTEN,PTPN11,MTOR
REAC:881907	Gastrin-CREB signalling pathway via PKC and MAPK	4.98e-02	4.98e-02	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
REAC:194138	Signaling by VEGF	7.72e-04	7.72e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1,MTOR
REAC:4420097	VEGFA-VEGFR2 Pathway	6.28e-04	6.28e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1,MTOR
REAC:114604	GPVI-mediated activation cascade	1.50e-02	1.50e-02	1	PIK3CG,PIK3CA,PIK3R1,PTPN11
REAC:68884	Mitotic Telophase/Cytokinesis	4.22e-03	4.22e-03	1	SMC1A,STAG2,SMC3
REAC:2470946	Cohesin Loading onto Chromatin	1.41e-03	1.41e-03	1	SMC1A,STAG2,SMC3
REAC:2468052	Establishment of Sister Chromatid Cohesion	1.93e-03	1.93e-03	1	SMC1A,STAG2,SMC3
REAC:2586552	Signaling by Leptin	7.35e-03	7.35e-03	1	FGFR3,PDGFRA,EGFR,KIT,BRAF,PTPN11,NF1
REAC:210993	Tie2 Signaling	1.11e-02	1.11e-02	1	PIK3CA,PIK3R1,PTPN11
REAC:5655332	Signaling by FGFR3 in disease	1.74e-02	1.74e-02	1	FGFR3,PIK3CA,PIK3R1
REAC:1483255	PI Metabolism	1.30e-02	1.30e-02	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:1660499	Synthesis of PIPs at the plasma membrane	2.66e-03	2.66e-03	1	PIK3CG,PIK3CA,PIK3R1,PTEN
REAC:389357	CD28 dependent PI3K/Akt signaling	2.28e-02	2.28e-02	1	PIK3CA,PIK3R1,MTOR
REAC:5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	2.91e-02	2.91e-02	1	BRCA1,BRCA2,ATM
REAC:449147	Signaling by Interleukins	8.97e-04	8.97e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:512988	Interleukin-3, 5 and GM-CSF signaling	1.12e-04	1.12e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,PTPN11,NF1
REAC:451927	Interleukin-2 signaling	9.76e-04	9.76e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
REAC:912526	Interleukin receptor SHC signaling	7.89e-04	7.89e-04	1	FGFR3,PIK3CA,PDGFRA,PIK3R1,EGFR,KIT,BRAF,NF1
