GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0072175	epithelial tube formation	4.70e-02	4.70e-02	1	SOX4,BMP4,PODXL,PRICKLE1,SKI,DLC1,SOX11
GO:0048754	branching morphogenesis of an epithelial tube	2.30e-08	2.30e-08	1	GLI2,FOXF1,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0007423	sensory organ development	8.28e-06	8.28e-06	1	HOXA1,GLI3,PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,BMP2,COL5A1,NES,WNT2B,PDGFRA,CYP1B1,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,NOG,ALDH1A3,COL4A1,COL5A2
GO:0001654	eye development	1.19e-05	1.19e-05	1	PDGFRB,EFEMP1,MFAP2,INHBA,TWIST1,COL5A1,NES,WNT2B,PDGFRA,CYP1B1,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SH3PXD2B,SOX11,MAF,ALDH1A3,COL4A1,COL5A2
GO:0043010	camera-type eye development	3.66e-04	3.66e-04	1	PDGFRB,EFEMP1,INHBA,TWIST1,NES,WNT2B,PDGFRA,CYP1B1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,MAF,COL4A1
GO:0061029	eyelid development in camera-type eye	4.98e-02	4.98e-02	1	INHBA,TWIST1,SOX11
GO:0072001	renal system development	6.16e-11	6.16e-11	1	GLI2,PCSK5,FOXF1,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,COL4A1,MME,SULF2
GO:0072358	cardiovascular system development	2.09e-26	2.09e-26	1	SNAI2,GPR124,FLT4,CALCRL,GLI2,NRCAM,PCSK5,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,CPE,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SNAI1,SOX4,BMP4,BMP2,KDR,SMO,SERPINF1,MYH11,LOXL2,APLNR,PDGFRA,COL4A2,THBS1,CYP1B1,PRICKLE1,TPM1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,CRB2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,NEXN,TGFBR2,HEYL,HAND2,HEY1,COL1A2,DLC1,JAM3,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SCG2,EGFL7,CD34,SH3PXD2B,SPHK1,BASP1,SOX11,EGR3,FOXS1,NOG,CLDN5,FLRT2,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0001944	vasculature development	4.69e-21	4.69e-21	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,ERRFI1,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,PDPN,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0061437	renal system vasculature development	1.10e-06	1.10e-06	1	ACTA2,PDGFRB,TCF21,PKD2,BMP4,PDGFRA,ANGPT1,CD34
GO:0061438	renal system vasculature morphogenesis	3.17e-06	3.17e-06	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0061298	retina vasculature development in camera-type eye	9.51e-03	9.51e-03	1	PDGFRB,PDGFRA,CYP1B1,COL4A1
GO:1901342	regulation of vasculature development	1.54e-07	1.54e-07	1	GPR124,SRPX2,SFRP1,SERPINE1,SEMA5A,SPARC,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,BMP4,KDR,SERPINF1,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SFRP2,RUNX1,HEY1,CD34,SPHK1,THBS2,AQP1,ECSCR
GO:1904018	positive regulation of vasculature development	1.51e-06	1.51e-06	1	SRPX2,SERPINE1,SEMA5A,FGF1,F3,TEK,TWIST1,PLCG1,PTGIS,KDR,THBS1,CYP1B1,ECM1,RHOB,SFRP2,RUNX1,CD34,SPHK1,AQP1
GO:1901343	negative regulation of vasculature development	3.63e-02	3.63e-02	1	SERPINE1,SPARC,TEK,BMP4,SERPINF1,COL4A2,THBS1,THBS2,ECSCR
GO:0007507	heart development	1.07e-09	1.07e-09	1	SNAI2,GLI2,PCSK5,FOXF1,CPE,PDGFRB,PKD2,TEK,TWIST1,SNAI1,SOX4,BMP4,BMP2,SMO,MYH11,APLNR,PDGFRA,PRICKLE1,TPM1,SFRP2,NEXN,TGFBR2,HEYL,HAND2,HEY1,DLC1,FBN1,GREM1,COL3A1,ZFPM2,SGCD,HAS2,S1PR1,SH3PXD2B,BASP1,SOX11,NOG,CLDN5,FLRT2
GO:0003170	heart valve development	2.49e-02	2.49e-02	1	TWIST1,SOX4,BMP2,HEYL,HEY1
GO:0003171	atrioventricular valve development	2.05e-02	2.05e-02	1	SOX4,BMP2,HEYL,HEY1
GO:0048738	cardiac muscle tissue development	5.97e-03	5.97e-03	1	PDGFRB,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,TPM1,NEXN,GREM1,ZFPM2,SGCD,S1PR1,NOG
GO:0055007	cardiac muscle cell differentiation	1.78e-02	1.78e-02	1	PDGFRB,BMP4,BMP2,MYH11,PDGFRA,PRICKLE1,NEXN,GREM1
GO:2000725	regulation of cardiac muscle cell differentiation	1.43e-02	1.43e-02	1	BMP4,BMP2,PRICKLE1,GREM1
GO:0061041	regulation of wound healing	5.37e-04	5.37e-04	1	FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0090303	positive regulation of wound healing	2.27e-02	2.27e-02	1	SERPINE1,F3,THBS1,ADRA2A,SELP,THBD,F2R
GO:0048598	embryonic morphogenesis	1.51e-16	1.51e-16	1	CYP26B1,PHLDB1,COL11A1,GLI2,MMP2,LAMB1,FOXF1,HOXA1,GLI3,COL12A1,COL7A1,EFEMP1,FN1,MFAP2,TCF21,PKD2,DUSP1,INHBA,TWIST1,SNAI1,SOX4,BMP4,SMO,COL5A1,PDGFRA,COL4A2,PRICKLE1,COL6A1,AFF3,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,SKI,ITGA5,TGFBR2,HAND2,ITGA2,DLC1,DACT1,FBN1,SIX2,SOX7,SOX11,MYADM,NOG,ALDH1A3,COL5A2
GO:0035113	embryonic appendage morphogenesis	4.61e-02	4.61e-02	1	CYP26B1,GLI3,TWIST1,AFF3,SKI,NOG
GO:0030326	embryonic limb morphogenesis	4.61e-02	4.61e-02	1	CYP26B1,GLI3,TWIST1,AFF3,SKI,NOG
GO:0007369	gastrulation	1.28e-11	1.28e-11	1	PHLDB1,COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,PHLDB2,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,MYADM,COL5A2
GO:0001667	ameboidal-type cell migration	1.63e-08	1.63e-08	1	GPR124,FLT4,BCAR1,SEMA3C,FAP,SEMA6A,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,SEMA7A,FGF7,EPHA2,RHOB,SLIT2,SEMA3D,ANGPT1,KIT,DDR2,GREM1,SEMA6B,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0010631	epithelial cell migration	5.41e-08	5.41e-08	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0043542	endothelial cell migration	5.85e-09	5.85e-09	1	GPR124,FLT4,BCAR1,FAP,SRPX2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,EPHA2,RHOB,SLIT2,ANGPT1,GREM1,SCG2,EGR3,DPP4
GO:0043534	blood vessel endothelial cell migration	9.05e-03	9.05e-03	1	SRPX2,NR4A1,PLCG1,KDR,THBS1,EPHA2,SLIT2,ANGPT1,GREM1,EGR3
GO:0048569	post-embryonic organ development	1.01e-02	1.01e-02	1	EFEMP1,MFAP2,FBN1
GO:0060485	mesenchyme development	3.51e-16	3.51e-16	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,FOXF1,SFRP1,ACTA2,COL1A1,SEMA5A,TCF21,PKD2,TGFB3,TWIST1,SNAI1,BMP4,BMP2,SMO,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,ACTG2,HEYL,HAND2,HEY1,GREM1,SEMA6B,SIX2,HAS2,BASP1,SOX11,NOG
GO:0003197	endocardial cushion development	1.80e-03	1.80e-03	1	SNAI2,FOXF1,BMP4,BMP2,HEYL,HEY1
GO:0048762	mesenchymal cell differentiation	2.58e-13	2.58e-13	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TCF21,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,HEYL,HAND2,HEY1,GREM1,SEMA6B,SIX2,HAS2,SOX11,NOG
GO:0014033	neural crest cell differentiation	3.37e-03	3.37e-03	1	SNAI2,SEMA3C,SEMA6A,SEMA5A,SEMA7A,SEMA3D,HAND2,SEMA6B,SOX11
GO:0014031	mesenchymal cell development	1.17e-12	1.17e-12	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,SEMA6A,BAMBI,SFRP1,COL1A1,SEMA5A,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,SEMA7A,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,SEMA3D,HEYL,HAND2,HEY1,GREM1,SEMA6B,HAS2,SOX11,NOG
GO:0014032	neural crest cell development	1.58e-03	1.58e-03	1	SNAI2,SEMA3C,SEMA6A,SEMA5A,SEMA7A,SEMA3D,HAND2,SEMA6B,SOX11
GO:0031344	regulation of cell projection organization	9.61e-05	9.61e-05	1	EPHA3,NGFR,NEDD4,SEMA3C,FSCN1,NRCAM,SEMA6A,ABL1,CAV1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,PODXL,LRP4,ITM2C,SPRY2,CCL21,SEMA7A,EPHA2,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,SEMA3D,THY1,CDC42EP3,ISLR2,SEMA6B,SDC2,CDK5R1,SLIT3,ROBO2,LPAR1
GO:0048568	embryonic organ development	3.62e-07	3.62e-07	1	GLI2,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,BMP2,KDR,SMO,NES,PDGFRA,CRB2,KIT,TGFBR2,HAND2,HEY1,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0030855	epithelial cell differentiation	6.02e-04	6.02e-04	1	GLI2,CDK6,CAV1,SFRP4,ACTA2,PDE4D,ERRFI1,TCF21,SOX4,BMP4,BMP2,LIF,PODXL,SMO,EPHA2,FLG,TAGLN,DAB2,BMP6,FZD7,KIT,HEY1,ZEB2,KRT4,SIX2,CD34,BASP1,SOX11,MAF,CDH5,MYADM,CLDN5,PDE2A,RILPL1,CES1
GO:0002065	columnar/cuboidal epithelial cell differentiation	2.36e-02	2.36e-02	1	CDK6,SOX4,BMP4,BMP2,BMP6,KIT,ZEB2,SOX11
GO:0060563	neuroepithelial cell differentiation	4.72e-02	4.72e-02	1	SOX4,BMP2,KIT,ZEB2,SOX11
GO:0002064	epithelial cell development	8.22e-05	8.22e-05	1	CDK6,ACTA2,PDE4D,BMP4,LIF,PODXL,SMO,EPHA2,BMP6,FZD7,SIX2,BASP1,CDH5,MYADM,CLDN5,PDE2A,RILPL1
GO:0003382	epithelial cell morphogenesis	5.46e-04	5.46e-04	1	BMP4,LIF,SMO,FZD7,SIX2,BASP1,RILPL1
GO:0060231	mesenchymal to epithelial transition	2.11e-04	2.11e-04	1	BMP4,LIF,SMO,FZD7,SIX2,BASP1
GO:0030323	respiratory tube development	6.52e-04	6.52e-04	1	GLI2,PCSK5,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0009887	organ morphogenesis	2.19e-20	2.19e-20	1	CYP26B1,DCN,SNAI2,HGF,ELN,FGFR3,GLI2,LAMB1,SEMA6A,FOXF1,COMP,DLX5,CAV1,HOXA1,GLI3,ASPN,ACTA2,COL1A1,CPE,MGP,FGF1,EFEMP1,ERRFI1,MFAP2,TCF21,PKD2,TGFB3,TEK,INHBA,TWIST1,SOX4,BMP4,BMP2,LIF,SMO,COL5A1,WNT2B,PDGFRA,AGT,FGF7,TPM1,NKD1,EPHA2,SFRP2,SDK1,CRB2,DAB2,THY1,SKI,ACTG2,TGFBR2,HEYL,HAND2,ITGA2,HEY1,COL1A2,DLC1,DACT1,FBN1,GREM1,BMP1,NPNT,ZFPM2,SIX2,HAS2,S1PR1,CD34,BASP1,SOX11,NOG,CLDN5,ALDH1A3,FLRT2,COL5A2,AQP1
GO:0090596	sensory organ morphogenesis	5.27e-05	5.27e-05	1	HOXA1,GLI3,EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,NOG,ALDH1A3,COL5A2
GO:0048592	eye morphogenesis	1.10e-04	1.10e-04	1	EFEMP1,MFAP2,TWIST1,COL5A1,WNT2B,NKD1,EPHA2,SDK1,THY1,SKI,FBN1,SOX11,ALDH1A3,COL5A2
GO:0072132	mesenchyme morphogenesis	3.43e-03	3.43e-03	1	SNAI2,ACTA2,BMP2,ACTG2,HEYL,HEY1
GO:0060343	trabecula formation	4.98e-02	4.98e-02	1	TEK,HEY1,GREM1
GO:0042476	odontogenesis	2.70e-04	2.70e-04	1	GLI2,LAMB1,ASPN,COL1A1,TGFB3,INHBA,BMP4,BMP2,COL1A2,CD34,AQP1
GO:0043589	skin morphogenesis	1.09e-03	1.09e-03	1	COL1A1,ERRFI1,COL1A2
GO:0048705	skeletal system morphogenesis	2.93e-05	2.93e-05	1	CYP26B1,FGFR3,DLX5,HOXA1,MGP,TWIST1,BMP4,PDGFRA,SKI,TGFBR2,GREM1,BMP1,SOX11,NOG
GO:0048563	post-embryonic organ morphogenesis	1.09e-03	1.09e-03	1	EFEMP1,MFAP2,FBN1
GO:0048050	post-embryonic eye morphogenesis	1.09e-03	1.09e-03	1	EFEMP1,MFAP2,FBN1
GO:0048562	embryonic organ morphogenesis	2.45e-04	2.45e-04	1	FOXF1,HOXA1,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,SMO,PDGFRA,CRB2,TGFBR2,HAND2,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048048	embryonic eye morphogenesis	3.43e-03	3.43e-03	1	EFEMP1,MFAP2,TWIST1,FBN1,SOX11,ALDH1A3
GO:0048704	embryonic skeletal system morphogenesis	1.24e-02	1.24e-02	1	HOXA1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG
GO:0003007	heart morphogenesis	2.30e-05	2.30e-05	1	SNAI2,FOXF1,CPE,PKD2,TEK,SOX4,BMP4,BMP2,SMO,TPM1,SFRP2,HEYL,HAND2,HEY1,DLC1,ZFPM2,HAS2,S1PR1,SOX11,CLDN5,FLRT2
GO:0003203	endocardial cushion morphogenesis	2.05e-02	2.05e-02	1	SNAI2,BMP2,HEYL,HEY1
GO:0031214	biomineral tissue development	7.28e-07	7.28e-07	1	IGF1,FGFR3,ASPN,COL1A1,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,FAM20C,TMEM119,ENPP1
GO:0070167	regulation of biomineral tissue development	3.02e-05	3.02e-05	1	ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
GO:0030282	bone mineralization	1.37e-06	1.37e-06	1	IGF1,FGFR3,ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,TMEM119,ENPP1
GO:0030500	regulation of bone mineralization	3.64e-05	3.64e-05	1	TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
GO:0070169	positive regulation of biomineral tissue development	4.61e-02	4.61e-02	1	TGFB3,ACVR2A,BMP4,BMP2,BMP6,TMEM119
GO:0030501	positive regulation of bone mineralization	2.77e-02	2.77e-02	1	TGFB3,ACVR2A,BMP4,BMP2,BMP6,TMEM119
GO:0050819	negative regulation of coagulation	2.34e-03	2.34e-03	1	FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0050900	leukocyte migration	1.40e-04	1.40e-04	1	FYN,CAV1,SERPINE1,RARRES2,CXCL12,COL1A1,FN1,TEK,PLCG1,EDN2,ATP1B2,KRAS,CCL21,THBS1,SLIT2,ESAM,ITGB1,VEGFC,ANGPT1,KIT,NBL1,ITGA5,VCAM1,COL1A2,JAM3,GREM1,S1PR1,SCG2,CD34,SELP,THBD,APOD,CCL14
GO:0097529	myeloid leukocyte migration	2.96e-02	2.96e-02	1	SERPINE1,RARRES2,CXCL12,EDN2,CCL21,THBS1,SLIT2,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CCL14
GO:0007517	muscle organ development	7.37e-06	7.37e-06	1	IGF1,GPC1,SPEG,EVC,CAV1,AEBP1,TCF21,BMP4,BMP2,ITGA11,PRICKLE1,TPM1,MEGF10,TAGLN,SKI,COL6A3,GREM1,ZFPM2,SGCD,S1PR1,BASP1,EGR3,FHL3,NOG,MAPK12,CACNA1H
GO:0060348	bone development	6.63e-07	6.63e-07	1	CYP26B1,IGF1,FGFR3,PLS3,DLX5,FOXP1,TWIST1,BMP4,BMP2,LRRC17,KIT,SKI,GREM1,SH3PXD2B,TMEM119,SULF2
GO:0070977	bone maturation	1.43e-02	1.43e-02	1	IGF1,FGFR3,BMP2,GREM1
GO:0060349	bone morphogenesis	2.30e-02	2.30e-02	1	CYP26B1,FGFR3,DLX5,TWIST1,BMP4,SKI
GO:0048565	digestive tract development	3.58e-04	3.58e-04	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,SMO,PDGFRA,KIT,DACT1,SIX2,SOX11
GO:0048546	digestive tract morphogenesis	3.82e-04	3.82e-04	1	GLI2,FOXF1,TCF21,PDGFRA,DACT1,SIX2,SOX11
GO:0048566	embryonic digestive tract development	1.49e-06	1.49e-06	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,PDGFRA,SIX2,SOX11
GO:0048557	embryonic digestive tract morphogenesis	1.55e-04	1.55e-04	1	FOXF1,TCF21,PDGFRA,SIX2,SOX11
GO:0001568	blood vessel development	1.86e-20	1.86e-20	1	GPR124,FLT4,CALCRL,NRCAM,SRPX2,FOXF1,SFRP1,CAV1,HOXA1,HOXA3,SERPINE1,ACTA2,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,F3,NRP2,TCF21,PKD2,TEK,TGFBI,TWIST1,NR4A1,LRP1,PLCG1,PTGIS,SOX4,BMP4,KDR,SERPINF1,LOXL2,PDGFRA,COL4A2,THBS1,CYP1B1,EPHA2,ECM1,RHOB,SLIT2,SFRP2,THY1,ROBO4,ANGPT1,RUNX1,PLXDC1,ITGA5,TGFBR2,HEY1,COL1A2,JAM3,GREM1,HAS2,S1PR1,SCG2,EGFL7,CD34,SPHK1,EGR3,FOXS1,THBS2,COL4A1,APOD,AQP1,ECSCR
GO:0060840	artery development	2.04e-03	2.04e-03	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,HEY1
GO:0035904	aorta development	6.04e-03	6.04e-03	1	PDGFRB,PKD2,LRP1,SOX4,HEY1
GO:0001822	kidney development	2.84e-10	2.84e-10	1	GLI2,PCSK5,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,MME,SULF2
GO:0061440	kidney vasculature development	1.10e-06	1.10e-06	1	ACTA2,PDGFRB,TCF21,PKD2,BMP4,PDGFRA,ANGPT1,CD34
GO:0061439	kidney vasculature morphogenesis	3.17e-06	3.17e-06	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0072074	kidney mesenchyme development	2.84e-02	2.84e-02	1	TCF21,PKD2,SIX2,BASP1
GO:0090183	regulation of kidney development	3.13e-03	3.13e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,SIX2,BASP1,NOG
GO:0001656	metanephros development	1.41e-04	1.41e-04	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34,BASP1,ROBO2
GO:0072215	regulation of metanephros development	3.81e-02	3.81e-02	1	PDGFRB,BMP4,LIF,BASP1
GO:0001823	mesonephros development	4.14e-06	4.14e-06	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0061217	regulation of mesonephros development	1.80e-03	1.80e-03	1	BMP4,SMO,AGT,SIX2,BASP1,NOG
GO:0060993	kidney morphogenesis	5.44e-06	5.44e-06	1	FGF1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,BASP1,NOG
GO:0003338	metanephros morphogenesis	8.55e-04	8.55e-04	1	PKD2,BMP4,LIF,SMO,SIX2,BASP1
GO:0090184	positive regulation of kidney development	3.13e-03	3.13e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,BASP1,NOG
GO:0061213	positive regulation of mesonephros development	4.98e-02	4.98e-02	1	SMO,AGT,BASP1,NOG
GO:0072006	nephron development	1.57e-07	1.57e-07	1	ACTA2,FGF1,PDGFRB,TCF21,PKD2,BMP4,BMP2,LIF,PODXL,SMO,PDGFRA,AGT,ANGPT1,NPNT,SIX2,CD34,BASP1,NOG,SULF2
GO:0072210	metanephric nephron development	1.08e-05	1.08e-05	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34
GO:0051271	negative regulation of cellular component movement	2.43e-08	2.43e-08	1	ACTN1,SEMA3C,FBLN1,CHRD,SEMA6A,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,CCL21,THBS1,CYP1B1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,SEMA3D,THY1,NBL1,DLC1,GREM1,SEMA6B,COL3A1,MCC,PODN,NOG,APOD
GO:0030324	lung development	2.34e-03	2.34e-03	1	GLI2,FOXF1,ERRFI1,TCF21,TGFB3,BMP4,FGF7,PDPN,SOX11
GO:0048286	lung alveolus development	2.05e-02	2.05e-02	1	ERRFI1,TCF21,TGFB3,BMP4
GO:0060425	lung morphogenesis	2.05e-02	2.05e-02	1	TCF21,BMP4,FGF7,SOX11
GO:0060426	lung vasculature development	4.19e-03	4.19e-03	1	FOXF1,ERRFI1,TCF21
GO:0003205	cardiac chamber development	6.01e-03	6.01e-03	1	FOXF1,CPE,TEK,SOX4,BMP4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003206	cardiac chamber morphogenesis	4.48e-03	4.48e-03	1	FOXF1,CPE,TEK,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003231	cardiac ventricle development	1.56e-02	1.56e-02	1	FOXF1,CPE,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0003208	cardiac ventricle morphogenesis	3.37e-03	3.37e-03	1	FOXF1,CPE,SOX4,TPM1,SFRP2,HEYL,HEY1,ZFPM2,SOX11
GO:0002088	lens development in camera-type eye	1.95e-02	1.95e-02	1	WNT2B,EPHA2,SKI,SOX11,MAF
GO:0001704	formation of primary germ layer	1.89e-12	1.89e-12	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,SNAI1,BMP4,COL5A1,COL4A2,COL6A1,COL8A1,CRB2,HMGA2,ITGB1,FZD7,MMP14,ITGA5,ITGA2,SIX2,SOX7,COL5A2
GO:0001706	endoderm formation	1.50e-09	1.50e-09	1	COL11A1,MMP2,LAMB1,COL12A1,COL7A1,FN1,DUSP1,INHBA,COL5A1,COL4A2,COL6A1,COL8A1,HMGA2,MMP14,ITGA5,SOX7,COL5A2
GO:0001707	mesoderm formation	3.13e-03	3.13e-03	1	SNAI1,BMP4,CRB2,HMGA2,ITGB1,ITGA2,SIX2
GO:0051216	cartilage development	5.87e-07	5.87e-07	1	SNAI2,FGFR3,PTHLH,NKX3-2,MGP,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,BMP1,SULF2
GO:0002062	chondrocyte differentiation	2.02e-08	2.02e-08	1	SNAI2,FGFR3,PTHLH,NKX3-2,EFEMP1,RUNX2,BMP4,BMP2,LOXL2,WNT2B,ADAMTS7,HMGA2,ADAMTS12,RUNX1,GREM1,SULF2
GO:0051272	positive regulation of cellular component movement	2.14e-14	2.14e-14	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,FBLN1,LAMB1,SEMA6A,SRPX2,SERPINE1,RARRES2,CXCL12,COL1A1,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,FN1,F3,NRP2,TEK,TWIST1,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,CCL21,THBS1,SEMA7A,FGF7,CYR61,RHOB,ADRA2A,VEGFC,DAB2,SEMA3D,ANGPT1,MMP14,PDPN,DDR2,SEMA6B,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R
GO:0032835	glomerulus development	2.36e-05	2.36e-05	1	ACTA2,PDGFRB,TCF21,BMP4,PODXL,PDGFRA,ANGPT1,CD34,BASP1,NOG,SULF2
GO:0072224	metanephric glomerulus development	2.05e-02	2.05e-02	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0072012	glomerulus vasculature development	1.18e-05	1.18e-05	1	ACTA2,PDGFRB,TCF21,BMP4,PDGFRA,ANGPT1,CD34
GO:0072109	glomerular mesangium development	3.46e-03	3.46e-03	1	ACTA2,PDGFRB,BMP4,CD34
