GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0010563	negative regulation of phosphorus metabolic process	4.50e-05	4.50e-05	1	DCN,TRIB2,FBLN1,ABL1,SFRP1,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPOCD1,SPRY2,SYTL2,SLIT2,SFRP2,LRRC4C,LATS2,ADRA2A,FARP1,PID1,THY1,CDA,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,PDE2A,ENPP1,SPRED2,ELFN1
GO:0045936	negative regulation of phosphate metabolic process	4.50e-05	4.50e-05	1	DCN,TRIB2,FBLN1,ABL1,SFRP1,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPOCD1,SPRY2,SYTL2,SLIT2,SFRP2,LRRC4C,LATS2,ADRA2A,FARP1,PID1,THY1,CDA,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,PDE2A,ENPP1,SPRED2,ELFN1
GO:0031400	negative regulation of protein modification process	2.09e-02	2.09e-02	1	DCN,TRIB2,FBLN1,ABL1,SFRP1,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,TWIST1,PMEPA1,SOX4,BMP4,LRRC4B,PODNL1,SPOCD1,SPRY2,SYTL2,SLIT2,SFRP2,LRRC4C,LATS2,FARP1,PID1,THY1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2,ELFN1
GO:0042326	negative regulation of phosphorylation	2.10e-05	2.10e-05	1	DCN,TRIB2,FBLN1,ABL1,SFRP1,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPRY2,SLIT2,SFRP2,LRRC4C,LATS2,PID1,THY1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2
GO:0001933	negative regulation of protein phosphorylation	7.40e-06	7.40e-06	1	DCN,TRIB2,FBLN1,ABL1,SFRP1,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPRY2,SLIT2,SFRP2,LRRC4C,LATS2,PID1,THY1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2
GO:0033673	negative regulation of kinase activity	7.51e-03	7.51e-03	1	DCN,TRIB2,ABL1,CAV1,ASPN,ERRFI1,RGS4,DUSP1,BMP4,LRRC4B,PODNL1,LRRC4C,LATS2,THY1,SPRED1,PKIA,SOCS5,LRRC15,PODN,BGN,FLRT2,SPRED2
GO:0006469	negative regulation of protein kinase activity	3.47e-03	3.47e-03	1	DCN,TRIB2,ABL1,CAV1,ASPN,ERRFI1,RGS4,DUSP1,BMP4,LRRC4B,PODNL1,LRRC4C,LATS2,THY1,SPRED1,PKIA,SOCS5,LRRC15,PODN,BGN,FLRT2,SPRED2
GO:1904030	negative regulation of cyclin-dependent protein kinase activity	7.73e-03	7.73e-03	1	DCN,ASPN,LRRC4B,PODNL1,LRRC4C,LATS2,SOCS5,LRRC15,PODN,BGN,FLRT2
GO:0035728	response to hepatocyte growth factor	1.93e-02	1.93e-02	1	HGF,BCAR1,ADAMTS12
GO:0035729	cellular response to hepatocyte growth factor stimulus	1.93e-02	1.93e-02	1	HGF,BCAR1,ADAMTS12
GO:0006897	endocytosis	1.33e-02	1.33e-02	1	FYN,CALCRL,NEDD4,ABL1,CAV1,SERPINE1,SFRP4,DNM1,COL1A1,GHR,SPARC,ITPR2,LRP1,PLCG1,CD93,DLG4,COL4A2,CD36,CCL21,THBS1,APP,NLGN4X,LRP12,ITGB1,DAB2,ANGPT1,COLEC12,COL1A2,GREM1,RAB31,COL3A1,NLGN2,SNX18,SSC5D,COL4A1,PDLIM7,TGM2,HBA1,MRC1
GO:0006898	receptor-mediated endocytosis	1.34e-05	1.34e-05	1	CALCRL,NEDD4,CAV1,SERPINE1,SFRP4,DNM1,COL1A1,GHR,SPARC,LRP1,DLG4,COL4A2,CD36,CCL21,NLGN4X,LRP12,ITGB1,DAB2,ANGPT1,COLEC12,COL1A2,GREM1,RAB31,COL3A1,NLGN2,SSC5D,COL4A1,PDLIM7,HBA1,MRC1
GO:0043112	receptor metabolic process	2.73e-02	2.73e-02	1	CALCRL,NEDD4,CAV1,SFRP4,GHR,DLG4,CD36,ITGB1,ANGPT1,GREM1,RAB31,REP15,NR2F1,FAM109A
GO:0031623	receptor internalization	3.50e-03	3.50e-03	1	CALCRL,NEDD4,CAV1,SFRP4,GHR,DLG4,CD36,ITGB1,ANGPT1,GREM1,RAB31
GO:0048008	platelet-derived growth factor receptor signaling pathway	5.13e-06	5.13e-06	1	BCAR1,ABL1,PDGFRL,PDGFRB,F3,LRP1,PDGFRA,PTGIR,PDGFD,APOD
GO:0035791	platelet-derived growth factor receptor-beta signaling pathway	5.96e-03	5.96e-03	1	ABL1,PDGFRL,PDGFRB,LRP1
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	1.43e-02	1.43e-02	1	F3,LRP1,PTGIR,APOD
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	8.06e-03	8.06e-03	1	PCSK5,PDE4D,EDN2,AGT,TPM1,CORIN,F2R,MME
GO:0050886	endocrine process	2.38e-03	2.38e-03	1	C1QTNF3,PCSK5,INHBA,EDN2,RAB11FIP5,AGT,CORIN,C1QTNF1,F2R,MME
GO:0001990	regulation of systemic arterial blood pressure by hormone	3.92e-02	3.92e-02	1	PCSK5,EDN2,AGT,CORIN,F2R,MME
GO:0044057	regulation of system process	4.58e-03	4.58e-03	1	IGF1,PPP1R12B,C1QTNF3,DMPK,CAV1,PDE4D,TSHZ3,INHBA,EDN2,ATP1B2,CNN1,RAB11FIP5,AGT,TPM1,CORIN,CACNA1C,GJA1,DAPK3,NLGN2,HSPB7,C1QTNF1,DES,SPHK1,F2R,GJC1,CACNA1H,PLN,AQP1
GO:0044060	regulation of endocrine process	3.86e-02	3.86e-02	1	C1QTNF3,INHBA,RAB11FIP5,C1QTNF1,F2R
GO:0060986	endocrine hormone secretion	3.86e-02	3.86e-02	1	C1QTNF3,INHBA,RAB11FIP5,AGT,C1QTNF1
GO:0038127	ERBB signaling pathway	1.21e-02	1.21e-02	1	RHBDF1,FYN,BCAR1,FGFR3,RASAL2,RASGRF2,FGF1,PDGFRB,EFEMP1,ERRFI1,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,AGT,SPRY2,FGF7,APP,IL17RD,ADAM12,ADRA2A,ANGPT1,KIT,SPRY1,SPRED1,IRS1,SOCS5,RASA3,ITGA1
GO:0007173	epidermal growth factor receptor signaling pathway	9.12e-03	9.12e-03	1	RHBDF1,FYN,BCAR1,FGFR3,RASAL2,RASGRF2,FGF1,PDGFRB,EFEMP1,ERRFI1,TEK,ITPR2,NR4A1,PLCG1,SHC2,DLG4,KRAS,PDGFRA,AGT,SPRY2,FGF7,APP,IL17RD,ADAM12,ADRA2A,ANGPT1,KIT,SPRY1,SPRED1,IRS1,SOCS5,RASA3,ITGA1
GO:0007389	pattern specification process	1.16e-03	1.16e-03	1	CYP26B1,GLI2,CHRD,PCSK5,SFRP1,MDFI,PKD2,BMP4,BMP2,SMO,WNT2B,NKD1,SFRP2,CRB2,SKI,NBL1,TGFBR2,HAND2,GREM1,SIX2,BASP1,NOG,COL4A1
GO:0003002	regionalization	2.69e-04	2.69e-04	1	CYP26B1,GLI2,CHRD,PCSK5,SFRP1,MDFI,BMP4,BMP2,SMO,WNT2B,NKD1,CRB2,SKI,NBL1,GREM1,SIX2,BASP1,NOG
GO:0009953	dorsal/ventral pattern formation	3.57e-02	3.57e-02	1	GLI2,CHRD,SFRP1,MDFI,NBL1,GREM1,NOG
GO:0009952	anterior/posterior pattern specification	2.28e-02	2.28e-02	1	PCSK5,BMP4,BMP2,NKD1,CRB2,SKI,SIX2,BASP1,NOG
GO:0060765	regulation of androgen receptor signaling pathway	3.86e-02	3.86e-02	1	SFRP1,FOXP1,TCF21,DAB2,HEYL
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	2.30e-02	2.30e-02	1	SFRP1,FOXP1,TCF21,DAB2,HEYL,KANK2
GO:0060766	negative regulation of androgen receptor signaling pathway	1.82e-03	1.82e-03	1	SFRP1,FOXP1,TCF21,DAB2,HEYL
GO:0072089	stem cell proliferation	1.54e-04	1.54e-04	1	FBLN1,CHRD,BMP4,BMP2,NES,WNT2B,FGF7,SFRP2,HMGA2,RUNX1,TGFBR2,SIX2,CD34,SOX11
GO:0010463	mesenchymal cell proliferation	2.49e-02	2.49e-02	1	CHRD,BMP4,BMP2,FGF7,TGFBR2
GO:0071425	hematopoietic stem cell proliferation	3.81e-02	3.81e-02	1	WNT2B,SFRP2,RUNX1,CD34
GO:0061756	leukocyte adhesion to vascular endothelial cell	4.98e-02	4.98e-02	1	CXCL12,CCL21,ITGB1,VCAM1
GO:0050901	leukocyte tethering or rolling	4.98e-02	4.98e-02	1	CXCL12,CCL21,ITGB1,VCAM1
GO:0010755	regulation of plasminogen activation	4.98e-02	4.98e-02	1	SERPINE1,THBS1,CLEC3B
GO:0010517	regulation of phospholipase activity	4.13e-02	4.13e-02	1	FGFR3,ABL1,PDGFRB,ITPR2,LRP1,PLCG1,PDGFRA,EDNRA,KIT,LPAR1,ANXA8
GO:0090520	sphingolipid mediated signaling pathway	4.98e-02	4.98e-02	1	S1PR1,SPHK1,SPNS2
GO:0003376	sphingosine-1-phosphate signaling pathway	4.98e-02	4.98e-02	1	S1PR1,SPHK1,SPNS2
GO:0033002	muscle cell proliferation	1.54e-03	1.54e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,MEGF10,ANGPT1,PTGIR,NOG,APOD
GO:0048659	smooth muscle cell proliferation	4.02e-03	4.02e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,PTGIR,APOD
GO:0048660	regulation of smooth muscle cell proliferation	2.82e-03	2.82e-03	1	IGF1,OGN,PDGFRB,FOXP1,IGFBP5,BMP4,TPM1,PTGIR,APOD
GO:0050673	epithelial cell proliferation	1.25e-08	1.25e-08	1	IGF1,SNAI2,FLT4,FAP,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,FGF7,EPHA2,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,CD34,SOX11,EGR3
GO:0001935	endothelial cell proliferation	5.13e-06	5.13e-06	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,LOXL2,THBS1,ECM1,SCG2,EGFL7,CD34,EGR3
GO:0050678	regulation of epithelial cell proliferation	6.57e-08	6.57e-08	1	IGF1,SNAI2,FLT4,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,FGF7,ECM1,SFRP2,CASK,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,SOX11,EGR3
GO:0001936	regulation of endothelial cell proliferation	1.37e-05	1.37e-05	1	FLT4,CAV1,SEMA5A,SPARC,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,THBS1,ECM1,SCG2,EGFL7,EGR3
GO:0033687	osteoblast proliferation	1.14e-02	1.14e-02	1	SFRP1,BMP2,CYR61,GREM1,TMEM119
GO:0033688	regulation of osteoblast proliferation	6.04e-03	6.04e-03	1	SFRP1,BMP2,CYR61,GREM1,TMEM119
GO:0048144	fibroblast proliferation	1.76e-04	1.76e-04	1	IGF1,FBLN1,SFRP1,CDK6,FN1,PDGFRA,AGT,SKI,DDR2,SPHK1,AQP1
GO:0048145	regulation of fibroblast proliferation	1.41e-04	1.41e-04	1	IGF1,FBLN1,SFRP1,CDK6,FN1,PDGFRA,AGT,SKI,DDR2,SPHK1,AQP1
GO:0008285	negative regulation of cell proliferation	1.23e-05	1.23e-05	1	SNAI2,PPAP2A,SPEG,FBLN1,FAP,PTHLH,SFRP1,CDK6,CAV1,SFRP4,OGN,SPARC,IGFBP5,PKD2,TGFB3,TNFRSF8,INHBA,SOX4,BMP4,BMP2,ALDH1A2,SH3BP4,THBS1,CYP1B1,TPM1,TGFB1I1,SFRP2,CASK,SKI,PTGIR,IGFBP7,DLC1,GREM1,IGFBP6,ROR2,KRT4,SOX7,MCC,SCG2,PODN,SOX11,F2R,NOG,APOD,KANK2,ITGA1
GO:0050680	negative regulation of epithelial cell proliferation	4.62e-03	4.62e-03	1	SNAI2,SFRP1,CDK6,CAV1,SPARC,THBS1,SFRP2,CASK,KRT4,MCC,SCG2
GO:0048662	negative regulation of smooth muscle cell proliferation	1.95e-02	1.95e-02	1	OGN,IGFBP5,TPM1,PTGIR,APOD
GO:0008284	positive regulation of cell proliferation	1.45e-10	1.45e-10	1	MARK4,IGF1,HGF,FLT4,FGFR3,FBLN1,CHRD,LAMB1,BAMBI,IL11,CD276,SFRP1,CDK6,SEMA5A,FGF1,PDGFRB,FOXP1,FN1,F3,TNFSF4,NRP2,PGF,TEK,NR4A1,SOX4,BMP4,BMP2,EDN2,KDR,LIF,NES,KRAS,PDGFRA,AGT,FGF7,CYR61,ECM1,SFRP2,NTRK2,HMGA2,ADRA2A,VEGFC,BMP6,PID1,FZD7,VCAM1,DDR2,TGFBR2,GREM1,IGF2,IRS1,SIX2,HAS2,PDGFD,SCG2,EGFL7,SPHK1,SOX11,EGR3,F2R,TMEM119,NCCRP1,DPP4,AQP1,CCL14
GO:0033690	positive regulation of osteoblast proliferation	1.93e-02	1.93e-02	1	BMP2,CYR61,TMEM119
GO:0050679	positive regulation of epithelial cell proliferation	9.28e-07	9.28e-07	1	IGF1,FLT4,LAMB1,SFRP1,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,FGF7,ECM1,BMP6,FZD7,SCG2,EGFL7,SOX11,EGR3
GO:0001938	positive regulation of endothelial cell proliferation	9.19e-06	9.19e-06	1	FLT4,SEMA5A,F3,NRP2,TEK,NR4A1,BMP4,BMP2,KDR,ECM1,SCG2,EGFL7,EGR3
GO:0048146	positive regulation of fibroblast proliferation	7.17e-05	7.17e-05	1	IGF1,FBLN1,CDK6,FN1,PDGFRA,AGT,DDR2,SPHK1,AQP1
GO:0071305	cellular response to vitamin D	4.98e-02	4.98e-02	1	SNAI2,SFRP1,KANK2
GO:0006887	exocytosis	1.32e-03	1.32e-03	1	CACNA1G,IGF1,HGF,ACTN1,SERPINE1,RAB11FIP2,VWF,SPARC,FN1,SDC1,TGFB3,F13A1,CALU,EXOC3L2,CD36,RAB11FIP5,SYTL2,THBS1,MMRN1,APP,ADRA2A,VEGFC,KIT,IGF2,RAB31,SELP,CACNA1H,CFD,F5
GO:0045055	regulated exocytosis	5.67e-05	5.67e-05	1	CACNA1G,IGF1,HGF,ACTN1,SERPINE1,RAB11FIP2,VWF,SPARC,FN1,TGFB3,F13A1,CALU,CD36,RAB11FIP5,THBS1,MMRN1,APP,ADRA2A,VEGFC,KIT,IGF2,RAB31,SELP,CACNA1H,CFD,F5
GO:0002576	platelet degranulation	4.64e-07	4.64e-07	1	IGF1,HGF,ACTN1,SERPINE1,VWF,SPARC,FN1,TGFB3,F13A1,CALU,CD36,THBS1,MMRN1,APP,VEGFC,IGF2,SELP,CFD,F5
GO:0019934	cGMP-mediated signaling	4.98e-02	4.98e-02	1	CD36,THBS1,PDE2A
GO:0008037	cell recognition	7.40e-03	7.40e-03	1	VCAN,EPHA3,NRCAM,PVRL1,SEMA5A,PCDH12,RTN4,CCL21,APP,COLEC12,CDK5R1,NTM,ROBO2
GO:0008038	neuron recognition	2.58e-06	2.58e-06	1	EPHA3,NRCAM,SEMA5A,PCDH12,RTN4,APP,CDK5R1,NTM,ROBO2
GO:0007413	axonal fasciculation	1.11e-03	1.11e-03	1	EPHA3,NRCAM,SEMA5A,RTN4,CDK5R1
GO:1901136	carbohydrate derivative catabolic process	4.01e-04	4.01e-04	1	DCN,VCAN,GPC1,OGN,PDE4D,SDC1,FMOD,OMD,LYVE1,NT5E,PDE5A,LUM,HSPG2,ADAMTS12,CDA,ADAMTS9,SDC2,CSPG4,BGN,GPC6,PDE2A
GO:0006022	aminoglycan metabolic process	9.37e-10	9.37e-10	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3,PAPSS2
GO:0006026	aminoglycan catabolic process	1.56e-05	1.56e-05	1	DCN,VCAN,GPC1,OGN,SDC1,FMOD,OMD,LYVE1,LUM,HSPG2,SDC2,CSPG4,BGN,GPC6
GO:0030203	glycosaminoglycan metabolic process	2.53e-10	2.53e-10	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3,PAPSS2
GO:1903510	mucopolysaccharide metabolic process	6.01e-09	6.01e-09	1	DCN,VCAN,GPC1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,LUM,HSPG2,ANGPT1,SDC2,HAS2,DSEL,CSPG4,CHST15,BGN,GPC6,CHSY3
GO:0006027	glycosaminoglycan catabolic process	4.90e-06	4.90e-06	1	DCN,VCAN,GPC1,OGN,SDC1,FMOD,OMD,LYVE1,LUM,HSPG2,SDC2,CSPG4,BGN,GPC6
GO:0006790	sulfur compound metabolic process	1.46e-02	1.46e-02	1	DCN,VCAN,GPC1,GGT5,OGN,B3GAT1,DSE,GHR,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,GSTM5,LUM,HSPG2,ACSL1,ANGPT1,SDC2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,SULF2,ENPP1,CHSY3,PAPSS2
GO:0044272	sulfur compound biosynthetic process	4.45e-03	4.45e-03	1	DCN,VCAN,OGN,B3GAT1,DSE,FMOD,CHST3,CHPF,OMD,CHSY1,GSTM5,LUM,ACSL1,ANGPT1,DSEL,CSPG4,CHST15,EXT1,BGN,CHSY3,PAPSS2
GO:0044273	sulfur compound catabolic process	1.93e-03	1.93e-03	1	DCN,VCAN,GPC1,OGN,FMOD,OMD,LUM,CSPG4,BGN
GO:0042340	keratan sulfate catabolic process	1.43e-02	1.43e-02	1	OGN,FMOD,OMD,LUM
GO:0006023	aminoglycan biosynthetic process	5.35e-12	5.35e-12	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:0006024	glycosaminoglycan biosynthetic process	4.12e-12	4.12e-12	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:0009100	glycoprotein metabolic process	2.78e-04	2.78e-04	1	DCN,IGF1,VCAN,GPC1,SEC23A,B3GAT1,ST8SIA1,DSE,COL7A1,SDC1,MAN1C1,MUC5B,CHST3,CHPF,GALNTL2,GFPT2,CHSY1,ADAMTS7,GALNT5,CCL21,THBS1,HSPG2,ADAMTSL4,ST6GAL2,ADAMTS12,ADAMTS5,DPY19L4,ADAMTS9,GALNT10,SDC2,DSEL,GXYLT2,CSPG4,ADAMTSL1,CHST15,EXT1,BGN,GPC6,ST6GALNAC3,SULF2,CHSY3,F5
GO:0006029	proteoglycan metabolic process	1.77e-09	1.77e-09	1	DCN,IGF1,VCAN,GPC1,B3GAT1,DSE,SDC1,CHST3,CHPF,CHSY1,HSPG2,ADAMTS12,SDC2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,SULF2,CHSY3
GO:0050654	chondroitin sulfate proteoglycan metabolic process	4.48e-09	4.48e-09	1	DCN,VCAN,GPC1,B3GAT1,DSE,SDC1,CHST3,CHPF,CHSY1,HSPG2,SDC2,DSEL,CSPG4,CHST15,BGN,GPC6,CHSY3
GO:0030204	chondroitin sulfate metabolic process	2.18e-09	2.18e-09	1	DCN,VCAN,GPC1,B3GAT1,DSE,SDC1,CHST3,CHPF,CHSY1,HSPG2,SDC2,DSEL,CSPG4,CHST15,BGN,GPC6,CHSY3
GO:0030207	chondroitin sulfate catabolic process	2.84e-02	2.84e-02	1	DCN,VCAN,CSPG4,BGN
GO:0050655	dermatan sulfate proteoglycan metabolic process	8.55e-04	8.55e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0030205	dermatan sulfate metabolic process	2.11e-04	2.11e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0009101	glycoprotein biosynthetic process	1.10e-02	1.10e-02	1	DCN,IGF1,VCAN,SEC23A,B3GAT1,ST8SIA1,DSE,COL7A1,MAN1C1,MUC5B,CHST3,CHPF,GALNTL2,GFPT2,CHSY1,ADAMTS7,GALNT5,CCL21,THBS1,ADAMTSL4,ST6GAL2,ADAMTS5,DPY19L4,GALNT10,DSEL,GXYLT2,CSPG4,ADAMTSL1,CHST15,EXT1,BGN,ST6GALNAC3,CHSY3,F5
GO:0030166	proteoglycan biosynthetic process	5.43e-07	5.43e-07	1	DCN,IGF1,VCAN,B3GAT1,DSE,CHST3,CHPF,CHSY1,DSEL,CSPG4,CHST15,EXT1,BGN,CHSY3
GO:0050651	dermatan sulfate proteoglycan biosynthetic process	5.60e-04	5.60e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0030208	dermatan sulfate biosynthetic process	1.19e-04	1.19e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	2.19e-06	2.19e-06	1	DCN,VCAN,B3GAT1,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0030206	chondroitin sulfate biosynthetic process	2.58e-06	2.58e-06	1	DCN,VCAN,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0010942	positive regulation of cell death	9.70e-04	9.70e-04	1	MARK4,NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,HBA1,MLLT11,PNMA2,ECSCR
GO:0043068	positive regulation of programmed cell death	8.13e-04	8.13e-04	1	MARK4,NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,MLLT11,PNMA2,ECSCR
GO:0043065	positive regulation of apoptotic process	1.28e-03	1.28e-03	1	NGFR,FAP,PLEKHG2,ABL1,GADD45B,SFRP1,BNIP3L,CAV1,SFRP4,SEPT4,RASGRF2,F3,TGFB3,TNFRSF8,INHBA,PTGIS,SOX4,BMP4,BMP2,AGT,THBS1,CYP1B1,ADAMTSL4,RHOB,SLIT2,SFRP2,HMGA2,ITGB1,LATS2,DLC1,DAPK3,AKAP13,SOX7,CDK5R1,F2R,DAPK1,TGM2,MLLT11,PNMA2,ECSCR
GO:0003158	endothelium development	5.10e-03	5.10e-03	1	PDE4D,FOXP1,BMP4,KDR,RHOB,ADAMTS12,HEY1,CD34,CDH5,MYADM,CLDN5,PDE2A
GO:0033622	integrin activation	8.40e-03	8.40e-03	1	FERMT2,COL16A1,FN1,FBLIM1,SELP
GO:0036065	fucosylation	1.50e-02	1.50e-02	1	ADAMTS7,THBS1,ADAMTSL4,ADAMTS5,ADAMTSL1
GO:0036066	protein O-linked fucosylation	1.11e-03	1.11e-03	1	ADAMTS7,THBS1,ADAMTSL4,ADAMTS5,ADAMTSL1
GO:1904406	negative regulation of nitric oxide metabolic process	3.24e-02	3.24e-02	1	CAV1,PTGIS,CD34
GO:0045019	negative regulation of nitric oxide biosynthetic process	3.24e-02	3.24e-02	1	CAV1,PTGIS,CD34
GO:0051056	regulation of small GTPase mediated signal transduction	8.43e-03	8.43e-03	1	RHOBTB2,IGF1,RHOBTB1,RASAL2,ARHGAP28,PLEKHG2,SYDE1,CHN2,RASGRF2,DEPDC7,ARHGAP24,RHOB,SLIT2,DLC1,COL3A1,AKAP13,F2R,RASA3,STMN3,LPAR1,ARHGAP23
GO:0006720	isoprenoid metabolic process	4.90e-02	4.90e-02	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,LPL,GPC6,ALDH1A3
GO:0006721	terpenoid metabolic process	1.13e-02	1.13e-02	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,LPL,GPC6,ALDH1A3
GO:0016101	diterpenoid metabolic process	5.10e-03	5.10e-03	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,LPL,GPC6,ALDH1A3
GO:0001523	retinoid metabolic process	3.98e-03	3.98e-03	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,LPL,GPC6,ALDH1A3
GO:0071605	monocyte chemotactic protein-1 production	3.24e-02	3.24e-02	1	C1QTNF3,TWIST1,APOD
GO:0071637	regulation of monocyte chemotactic protein-1 production	3.24e-02	3.24e-02	1	C1QTNF3,TWIST1,APOD
GO:0070371	ERK1 and ERK2 cascade	2.40e-04	2.40e-04	1	IGF1,FLT4,FGFR3,FBLN1,FGF1,PDGFRB,FN1,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,SEMA7A,EPHA2,CYR61,ANGPT1,SPRY1,NPNT,PDGFD,F2R,PLA2G2A,CCL14
GO:0070372	regulation of ERK1 and ERK2 cascade	2.75e-04	2.75e-04	1	FLT4,FGFR3,FBLN1,FGF1,PDGFRB,FN1,CTGF,TEK,BMP2,KDR,PDGFRA,CD36,SPRY2,CCL21,SEMA7A,EPHA2,CYR61,ANGPT1,SPRY1,NPNT,PDGFD,F2R,PLA2G2A,CCL14
